66,not_solved,0000000000000000000000000000000000000000000000020000000000000000,000000000000000000000000000000000000000000000003ffffffffffffffff,13zb1hQbWVsc2S7ZTZnP2G4undNNpdh5so
67,not_solved,0000000000000000000000000000000000000000000000040000000000000000,000000000000000000000000000000000000000000000007ffffffffffffffff,1BY8GQbnueYofwSuFAT3USAhGjPrkxDdW9
68,not_solved,0000000000000000000000000000000000000000000000080000000000000000,00000000000000000000000000000000000000000000000fffffffffffffffff,1MVDYgVaSN6iKKEsbzRUAYFrYJadLYZvvZ
69,not_solved,0000000000000000000000000000000000000000000000100000000000000000,00000000000000000000000000000000000000000000001fffffffffffffffff,19vkiEajfhuZ8bs8Zu2jgmC6oqZbWqhxhG
71,not_solved,0000000000000000000000000000000000000000000000400000000000000000,00000000000000000000000000000000000000000000007fffffffffffffffff,1PWo3JeB9jrGwfHDNpdGK54CRas7fsVzXU
72,not_solved,0000000000000000000000000000000000000000000000800000000000000000,0000000000000000000000000000000000000000000000ffffffffffffffffff,1JTK7s9YVYywfm5XUH7RNhHJH1LshCaRFR
73,not_solved,0000000000000000000000000000000000000000000001000000000000000000,0000000000000000000000000000000000000000000001ffffffffffffffffff,12VVRNPi4SJqUTsp6FmqDqY5sGosDtysn4
74,not_solved,0000000000000000000000000000000000000000000002000000000000000000,0000000000000000000000000000000000000000000003ffffffffffffffffff,1FWGcVDK3JGzCC3WtkYetULPszMaK2Jksv
76,not_solved,0000000000000000000000000000000000000000000008000000000000000000,000000000000000000000000000000000000000000000fffffffffffffffffff,1DJh2eHFYQfACPmrvpyWc8MSTYKh7w9eRF
77,not_solved,0000000000000000000000000000000000000000000010000000000000000000,000000000000000000000000000000000000000000001fffffffffffffffffff,1Bxk4CQdqL9p22JEtDfdXMsng1XacifUtE
78,not_solved,0000000000000000000000000000000000000000000020000000000000000000,000000000000000000000000000000000000000000003fffffffffffffffffff,15qF6X51huDjqTmF9BJgxXdt1xcj46Jmhb
79,not_solved,0000000000000000000000000000000000000000000040000000000000000000,000000000000000000000000000000000000000000007fffffffffffffffffff,1ARk8HWJMn8js8tQmGUJeQHjSE7KRkn2t8
81,not_solved,0000000000000000000000000000000000000000000100000000000000000000,00000000000000000000000000000000000000000001ffffffffffffffffffff,15qsCm78whspNQFydGJQk5rexzxTQopnHZ
82,not_solved,0000000000000000000000000000000000000000000200000000000000000000,00000000000000000000000000000000000000000003ffffffffffffffffffff,13zYrYhhJxp6Ui1VV7pqa5WDhNWM45ARAC
83,not_solved,0000000000000000000000000000000000000000000400000000000000000000,00000000000000000000000000000000000000000007ffffffffffffffffffff,14MdEb4eFcT3MVG5sPFG4jGLuHJSnt1Dk2
84,not_solved,0000000000000000000000000000000000000000000800000000000000000000,0000000000000000000000000000000000000000000fffffffffffffffffffff,1CMq3SvFcVEcpLMuuH8PUcNiqsK1oicG2D
86,not_solved,0000000000000000000000000000000000000000002000000000000000000000,0000000000000000000000000000000000000000003fffffffffffffffffffff,1K3x5L6G57Y494fDqBfrojD28UJv4s5JcK
87,not_solved,0000000000000000000000000000000000000000004000000000000000000000,0000000000000000000000000000000000000000007fffffffffffffffffffff,1PxH3K1Shdjb7gSEoTX7UPDZ6SH4qGPrvq
88,not_solved,0000000000000000000000000000000000000000008000000000000000000000,000000000000000000000000000000000000000000ffffffffffffffffffffff,16AbnZjZZipwHMkYKBSfswGWKDmXHjEpSf
89,not_solved,0000000000000000000000000000000000000000010000000000000000000000,000000000000000000000000000000000000000001ffffffffffffffffffffff,19QciEHbGVNY4hrhfKXmcBBCrJSBZ6TaVt
91,not_solved,0000000000000000000000000000000000000000040000000000000000000000,000000000000000000000000000000000000000007ffffffffffffffffffffff,1EzVHtmbN4fs4MiNk3ppEnKKhsmXYJ4s74
92,not_solved,0000000000000000000000000000000000000000080000000000000000000000,00000000000000000000000000000000000000000fffffffffffffffffffffff,1AE8NzzgKE7Yhz7BWtAcAAxiFMbPo82NB5
93,not_solved,0000000000000000000000000000000000000000100000000000000000000000,00000000000000000000000000000000000000001fffffffffffffffffffffff,17Q7tuG2JwFFU9rXVj3uZqRtioH3mx2Jad
