1,solved,0000000000000000000000000000000000000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000001,1BgGZ9tcN4rm9KBzDn7KprQz87SZ26SAMH
2,solved,0000000000000000000000000000000000000000000000000000000000000002,0000000000000000000000000000000000000000000000000000000000000003,1CUNEBjYrCn2y1SdiUMohaKUi4wpP326Lb
3,solved,0000000000000000000000000000000000000000000000000000000000000004,0000000000000000000000000000000000000000000000000000000000000007,19ZewH8Kk1PDbSNdJ97FP4EiCjTRaZMZQA
4,solved,0000000000000000000000000000000000000000000000000000000000000008,000000000000000000000000000000000000000000000000000000000000000f,1EhqbyUMvvs7BfL8goY6qcPbD6YKfPqb7e
5,solved,0000000000000000000000000000000000000000000000000000000000000010,000000000000000000000000000000000000000000000000000000000000001f,1E6NuFjCi27W5zoXg8TRdcSRq84zJeBW3k
6,solved,0000000000000000000000000000000000000000000000000000000000000020,000000000000000000000000000000000000000000000000000000000000003f,1PitScNLyp2HCygzadCh7FveTnfmpPbfp8
7,solved,0000000000000000000000000000000000000000000000000000000000000040,000000000000000000000000000000000000000000000000000000000000007f,1McVt1vMtCC7yn5b9wgX1833yCcLXzueeC
8,solved,0000000000000000000000000000000000000000000000000000000000000080,00000000000000000000000000000000000000000000000000000000000000ff,1M92tSqNmQLYw33fuBvjmeadirh1ysMBxK
9,solved,0000000000000000000000000000000000000000000000000000000000000100,00000000000000000000000000000000000000000000000000000000000001ff,1CQFwcjw1dwhtkVWBttNLDtqL7ivBonGPV
10,solved,0000000000000000000000000000000000000000000000000000000000000200,00000000000000000000000000000000000000000000000000000000000003ff,1LeBZP5QCwwgXRtmVUvTVrraqPUokyLHqe
11,solved,0000000000000000000000000000000000000000000000000000000000000400,00000000000000000000000000000000000000000000000000000000000007ff,1PgQVLmst3Z314JrQn5TNiys8Hc38TcXJu
12,solved,0000000000000000000000000000000000000000000000000000000000000800,0000000000000000000000000000000000000000000000000000000000000fff,1DBaumZxUkM4qMQRt2LVWyFJq5kDtSZQot
13,solved,0000000000000000000000000000000000000000000000000000000000001000,0000000000000000000000000000000000000000000000000000000000001fff,1Pie8JkxBT6MGPz9Nvi3fsPkr2D8q3GBc1
14,solved,0000000000000000000000000000000000000000000000000000000000002000,0000000000000000000000000000000000000000000000000000000000003fff,1ErZWg5cFCe4Vw5BzgfzB74VNLaXEiEkhk
15,solved,0000000000000000000000000000000000000000000000000000000000004000,0000000000000000000000000000000000000000000000000000000000007fff,1QCbW9HWnwQWiQqVo5exhAnmfqKRrCRsvW
16,solved,0000000000000000000000000000000000000000000000000000000000008000,000000000000000000000000000000000000000000000000000000000000ffff,1BDyrQ6WoF8VN3g9SAS1iKZcPzFfnDVieY
17,solved,0000000000000000000000000000000000000000000000000000000000010000,000000000000000000000000000000000000000000000000000000000001ffff,1HduPEXZRdG26SUT5Yk83mLkPyjnZuJ7Bm
18,solved,0000000000000000000000000000000000000000000000000000000000020000,000000000000000000000000000000000000000000000000000000000003ffff,1GnNTmTVLZiqQfLbAdp9DVdicEnB5GoERE
19,solved,0000000000000000000000000000000000000000000000000000000000040000,000000000000000000000000000000000000000000000000000000000007ffff,1NWmZRpHH4XSPwsW6dsS3nrNWfL1yrJj4w
